	Dekker_et_al_individual1_CHX	Dekker_et_al_individual1_untreated	Dekker_et_al_individual2_CHX	Dekker_et_al_individual2_untreated	Dekker_et_al_individual3_CHX	Dekker_et_al_individual3_untreated	Dekker_et_al_individual4_CHX	Dekker_et_al_individual4_untreated	Dekker_et_al_individual5_CHX	Dekker_et_al_individual5_untreated	Dekker_et_al_individual6_CHX	Dekker_et_al_individual6_untreated	Dekker_et_al_individual7_CHX	Dekker_et_al_individual7_untreated	Dekker_et_al_individual8_CHX	Dekker_et_al_individual8_untreated	Dekker_et_al_individual9_CHX	Dekker_et_al_individual9_untreated
chr17_73126319_73127890_NT5C	564	262	1048	1037	809	91	926	1007	778	1604	901	1241	1811	1075	437	1819	624	849
chr17_73131337_73150607_JPT1	1391	3336	1084	4730	3450	1831	5082	2407	4021	2107	746	1394	2242	897	3485	1839	248	1833
chr17_73161680_73179054_SUMO2	553	4958	4206	3091	9259	5957	7282	4712	4113	5221	2046	6676	6904	4176	5324	4994	2718	7540
chr17_73201530_73231854_NUP85	733	2412	431	1089	2853	282	350	1779	515	900	1016	40	2071	1048	479	2003	1598	1901
chr17_73232693_73258444_GGA3	237	1846	2219	1746	3446	1797	1766	1331	2204	4946	2245	5999	1952	1244	3894	3417	1801	1134
chr17_73257959_73262457_MRPS7	1664	1493	1908	3628	1556	701	1372	1597	220	1117	1449	3437	3783	1829	1363	1725	1688	2556
chr17_73262308_73267373_MIF4GD	407	629	1231	224	259	502	479	413	327	271	373	360	296	358	469	31	344	132
chr17_73267379_73269976_LOC100287042	174	156	43	205	142	130	140	51	137	66	104	6	78	79	37	99	74	123
chr17_73269060_73285530_SLC25A19	34	226	115	261	187	258	8	72	92	232	309	163	302	55	419	85	173	298
chr17_73314156_73401790_GRB2	4127	4400	4386	2222	331	2236	6547	3103	5223	8297	5164	4684	2724	4459	5440	1242	5572	6118
chr17_73402149_73402243_MIR3678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_73452715_73496533_TMEM94	2817	3679	1830	3155	2665	1082	1508	1993	1632	672	1195	247	1653	26	448	2234	362	1948
chr17_73494628_73494709_MIR6785	1	12	11	6	8	14	2	0	3	13	14	17	0	14	2	8	8	7
chr17_73496341_73511618_CASKIN2	757	1602	1485	984	964	2304	1393	1547	966	2780	394	454	372	1797	46	287	240	987
chr17_73512608_73520816_TSEN54	414	192	209	14	645	466	414	529	401	378	386	382	71	408	146	90	299	304
chr17_73521777_73571290_LLGL2	12	18	4	0	10	2	6	0	26	12	14	3	12	0	0	17	14	2
chr17_73584138_73622929_MYO15B	739	256	575	430	204	443	100	567	55	252	343	91	609	474	1593	79	1567	1008
chr17_73622933_73663234_RECQL5	4222	1244	1462	1206	2907	2180	1002	895	924	2803	1654	1124	775	1108	1889	147	651	1165
chr17_73629513_73637486_SMIM5	13	9	8	20	28	5	54	17	10	3	4	15	27	8	4	7	16	25
chr17_73642330_73644054_SMIM6	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	7
chr17_73663195_73704142_SAP30BP	3616	3028	11471	1969	4072	2385	1611	6548	4566	9123	3272	5701	2349	3245	5427	2927	11232	2434
chr17_73717538_73753899_ITGB4	19	32	44	137	11	136	63	31	66	131	16	249	9	59	12	197	36	16
chr17_73753974_73761273_GALK1	454	922	135	257	603	615	167	701	456	607	639	223	573	434	504	111	816	411
chr17_73772514_73775860_H3-3B	18581	7795	84613	40812	18155	42282	94011	14925	53162	12216	15922	22541	9061	40448	13503	35332	72775	18869
chr17_73780601_73780688_MIR4738	1	2	1	0	1	2	0	3	2	0	1	0	3	1	2	1	3	2
chr17_73780886_73821880_UNK	227	1922	1613	1069	1407	1850	3702	927	5483	1672	5734	1589	1679	880	1322	4740	962	1105
chr17_73823305_73840798_UNC13D	56	75	51	28	52	21	115	15	122	24	44	112	40	24	64	72	284	42
chr17_73841779_73852517_WBP2	8093	2174	2145	4028	2592	4373	508	2375	2735	4765	1697	6667	2752	8088	2503	1914	2786	2822
chr17_73870244_73874662_TRIM47	837	4383	406	355	622	364	193	115	3439	161	346	2230	192	172	351	302	1356	158
chr17_73885043_73893032_TRIM65	1059	56	1276	1013	1816	1489	832	97	1953	235	139	157	411	117	51	1356	86	1629
chr17_73894724_73900965_MRPL38	1128	753	1759	1094	559	1667	1558	4594	1192	2449	1808	1519	1197	1583	1563	221	869	1781
chr17_73905654_73934313_FBF1	349	1299	414	557	837	910	298	523	802	217	2067	1032	301	373	46	760	284	720
chr17_73937587_73975247_ACOX1	1975	959	1359	1630	1802	1505	2103	364	2078	1809	2167	2142	4441	2302	4309	1571	2347	2479
chr17_73975297_74002080_TEN1-CDK3	541	803	964	1400	898	918	568	861	1559	862	1128	992	638	536	1009	733	736	1202
chr17_73975320_73996667_TEN1	470	95	469	284	286	328	341	736	473	596	852	606	605	526	441	855	655	518
chr17_73996986_74002080_CDK3	257	329	191	563	807	384	253	256	29	373	518	239	387	293	754	1869	339	321
chr17_74002925_74023387_EVPL	6	3	3	5	0	11	2	4	0	1	14	0	0	5	6	2	26	15
chr17_74034855_74068607_SRP68	5814	25692	9496	6886	4246	5234	7738	3878	5946	15164	3163	12003	7723	3516	16317	1549	8346	6012
chr17_74070861_74073618_GALR2	5	0	3	9	8	88	22	75	4	90	4	78	2	2	0	27	26	0
chr17_74075262_74078887_ZACN	1640	2484	1193	1395	2385	748	2338	4217	1700	1710	3515	1837	2180	1993	206	2463	1896	3264
chr17_74077073_74099868_EXOC7	5750	7571	8269	9076	5267	2827	8563	8733	14432	9651	7947	4161	4948	7083	7144	6681	924	14876
chr17_74094099_74094157_MIR6868	2	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0
chr17_74132413_74137326_FOXJ1	23	0	2	0	1	2	2	0	2	0	0	16	8	9	0	0	0	0
chr17_74136636_74150729_RNF157-AS1	20	16	10	2	6	0	0	44	18	0	12	8	92	0	8	4	10	12
chr17_74138554_74236574_RNF157	70	218	70	66	134	72	158	264	38	175	26	106	104	33	48	254	96	251
chr17_74261428_74267379_UBALD2	699	241	1769	1528	616	167	1108	79	45	85	730	1690	366	34	1144	1800	1164	1230
chr17_74270129_74303761_QRICH2	2924	588	372	493	378	595	588	443	472	1620	356	621	2010	362	310	507	317	1824
chr17_74305558_74350279_PRPSAP1	2125	7836	797	1832	1299	3729	2541	3460	1258	1611	1232	912	1668	2799	2349	1934	2376	212
chr17_74379284_74383936_SPHK1	11752	4078	73216	16169	14091	125832	40639	7201	8625	49863	7080	3762	7604	1818	8768	17099	5862	53662
chr17_74385536_74449234_UBE2O	1897	3374	1586	2388	325	1666	1968	1489	3037	1762	2665	1868	3569	2748	2515	1917	1503	3080
chr17_74449432_74466199_AANAT	3	10	0	6	5	8	0	12	7	2	5	27	0	20	4	7	6	6
chr17_74466974_74497509_RHBDF2	427	720	567	1764	1344	1194	20	587	886	135	694	872	630	425	646	490	216	875
chr17_74523437_74533791_CYGB	462	484	1701	2065	626	427	2309	546	1387	1037	69	766	1134	642	232	1651	236	1483
chr17_74523667_74541458_PRCD	360	429	2018	490	468	1406	545	677	1699	2739	1657	233	67	245	2342	1068	2529	1146
chr17_74553845_74561430_SNHG16	614	3032	2263	3198	1219	107	2220	1140	2837	2940	679	2977	1896	1542	1386	567	1682	4127
chr17_74554871_74554951_SNORD1C	13	9	1	4	0	1	1	7	9	14	0	2	7	5	1	7	1	0
chr17_74557189_74557275_SNORD1B	4	5	0	5	3	0	2	1	4	3	1	6	1	2	0	3	0	2
chr17_74557714_74557788_SNORD1A	1	10	3	2	0	0	1	0	0	4	1	0	6	1	0	3	0	2
chr17_74561458_74581942_ST6GALNAC2	23	126	34	1	96	83	24	116	14	49	154	183	4	269	40	16	9	22
chr17_74620844_74639839_ST6GALNAC1	0	0	0	4	12	2	10	10	0	8	0	4	0	5	0	0	2	2
chr17_74668009_74669740_LOC105274304	55	90	124	152	138	66	55	68	23	106	30	142	11	73	91	82	64	105
chr17_74668632_74707047_MXRA7	28918	31068	13954	13182	12026	25079	25941	16639	11809	14000	2720	11970	16490	21439	15865	19352	16581	11103
chr17_74708917_74722881_JMJD6	2414	7980	1182	916	12026	6736	10900	1759	18127	8920	2680	4585	2042	2634	1934	19748	2197	5537
chr17_74722911_74729963_METTL23	517	2434	510	1116	588	618	1909	1149	629	403	188	1914	777	1388	776	828	2842	1244
chr17_74730196_74733493_SRSF2	2429	6798	11807	2447	5114	7819	6313	8638	3810	680	5007	9001	4295	7340	3442	14994	10733	9384
chr17_74732531_74732630_MIR636	2467	606	622	490	608	952	433	659	1079	282	823	117	1341	886	565	998	938	270
chr17_74732646_74775423_MFSD11	3951	5348	5099	2490	1394	2251	2622	3519	3518	2282	335	3667	4234	2493	7109	2529	5057	3421
chr17_74795125_74803184_LINC02080	0	4	3	2	0	1	0	0	3	0	0	0	0	1	0	0	3	0
chr17_74852247_74857918_LINC00868	20	0	1	0	0	0	0	0	11	0	1	0	12	0	13	0	0	0
chr17_74864485_74946475_MGAT5B	178	204	114	16	36	44	80	21	43	8	20	187	25	193	0	47	30	102
chr17_74946555_74965281_LOC105371899	47	2	1	15	0	0	0	0	0	5	11	2	0	0	0	21	1	0
chr17_75084724_75091068_SNHG20	26	348	246	203	165	430	136	75	204	168	184	158	273	106	166	284	118	228
chr17_75084766_75213183_SEC14L1	18343	11886	7702	7813	6002	6542	10107	5460	4453	7425	6732	4949	5434	4166	11550	1594	4973	6333
chr17_75085388_75085575_SCARNA16	5	9	0	12	3	2	4	2	5	0	1	1	0	2	10	1	0	5
chr17_75085498_75085579_MIR6516	1	2	0	4	4	4	0	6	1	0	0	0	1	2	8	15	1	0
chr17_75269865_75277979_SEPTIN9-DT	9	16	18	10	46	1	1	38	18	13	31	6	28	4	34	8	5	36
chr17_75277580_75496678_SEPTIN9	957	17288	14584	34646	15301	26757	17981	26359	23852	6891	9258	13535	14448	8401	31506	26405	16414	6490
chr17_75393065_75393136_MIR4316	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr17_75523082_75532680_LOC400622	0	0	0	4	0	0	0	0	0	2	0	0	3	1	0	0	0	0
chr17_75543022_75561106_LOC100507351	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
chr17_75718953_75724641_LINC01987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_75875082_75880169_LINC01973	0	0	0	7	2	0	0	0	4	2	0	0	0	4	0	0	0	0
chr17_76000317_76104916_TNRC6C	775	1963	1396	2080	3729	195	901	675	819	5266	2348	559	1895	523	1490	1052	1007	663
chr17_76103481_76107880_TNRC6C-AS1	4	47	113	7	10	30	33	21	70	45	34	23	15	46	14	14	20	12
chr17_76108998_76128508_TMC6	20	65	4	16	338	12	16	30	60	183	62	104	14	96	39	78	58	106
chr17_76126851_76139049_TMC8	45	12	209	4	0	0	75	68	0	2	1	0	92	0	29	0	34	19
chr17_76142465_76162378_C17orf99	0	0	1	1	5	0	0	0	0	0	0	1	2	1	25	0	0	0
chr17_76164625_76169045_SYNGR2	79	232	408	189	27	1157	205	345	319	403	321	533	1390	599	588	234	224	1245
chr17_76170159_76183285_TK1	223	208	2361	6569	4513	947	2372	666	180	1717	1220	2027	1778	1333	4876	4504	48	4756
chr17_76183397_76203782_AFMID	30	144	116	148	560	104	772	380	38	153	62	600	4	751	420	52	628	39
chr17_76210333_76221716_BIRC5	739	873	1223	1530	2415	368	3208	1524	952	77	791	625	203	1159	3559	1417	247	2536
chr17_76227373_76237068_TMEM235	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_76244396_76248572_LOC105371910	2	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0
chr17_76257429_76274573_LINC01993	0	0	0	0	0	0	0	0	4	0	2	2	1	3	0	0	0	0
chr17_76352857_76356160_SOCS3	411	2030	6523	3227	82	3878	3699	1170	4356	2981	1436	4377	874	951	2750	356	3553	1656
chr17_76356528_76369990_LOC101928674	4	0	137	4	39	8	16	19	20	6	44	10	57	46	6	8	8	4
chr17_76374729_76420740_PGS1	7268	2811	1854	2662	1892	1235	1744	1742	4414	1503	2895	1856	1855	845	1134	1301	5176	1740
chr17_76419777_76573478_DNAH17	228	265	178	439	355	211	940	315	606	391	428	64	1711	458	228	584	305	394
chr17_76480991_76499138_DNAH17-AS1	25	4	1	12	6	25	20	2	181	22	21	2	54	0	1	0	8	79
chr17_76613465_76628139_SCAT1	0	4	0	8	0	1	12	0	0	8	0	2	0	54	3	31	1	5
chr17_76670128_76778424_CYTH1	1618	1000	1859	1969	1793	1704	1362	1962	1562	1764	1310	116	1122	737	1396	802	804	1184
chr17_76791733_76836609_USP36	2763	16878	3833	8443	3030	2276	29339	3190	22998	35054	2314	18156	15861	31146	3137	16023	11684	1803
chr17_76849058_76921469_TIMP2	82663	35322	32145	62219	92960	115717	22452	77503	152500	37038	44555	73097	74845	107279	126812	55236	58404	6023
chr17_76886660_76899283_CEP295NL	1252	50	45	168	27	628	2056	209	115	680	37	648	320	47	784	75	65	47
chr17_76967336_76976005_LGALS3BP	12719	1421	2684	1198	3729	950	694	2461	730	767	980	4447	3752	391	934	2275	1717	2931
chr17_76987797_77005846_CANT1	2116	5736	1417	5081	3460	2749	2333	2142	141	3892	3244	3604	1454	5305	3745	1797	3385	883
chr17_77015290_77023737_C1QTNF1-AS1	49	7670	3861	603	267	100	2240	194	141	1527	1771	1350	396	92	117	78	176	51
chr17_77019015_77045870_C1QTNF1	324	30657	6686	5544	485	254	394	1329	613	1233	2556	676	18215	6137	789	714	909	8665
chr17_77071018_77084685_ENGASE	2112	727	1260	1550	567	954	1119	516	832	1007	681	1062	972	941	531	1021	3248	1044
chr17_77085426_77512230_RBFOX3	12	14	8	37	26	78	39	7	220	25	14	86	2	11	139	42	405	109
chr17_77680984_77681058_MIR4739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_77681074_77686081_LINC02078	0	1	3	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0
chr17_77704704_77716018_ENPP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_77751946_77761782_CBX2	94	2	88	34	60	27	6	137	16	0	14	37	51	22	244	275	80	9
chr17_77765930_77770876_CBX8	498	341	408	419	144	176	221	320	423	338	1032	207	534	224	31	284	294	1651
chr17_77797250_77801503_LINC01977	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1
chr17_77806954_77813239_CBX4	1493	916	1405	1066	1025	1281	523	1197	899	1327	1292	1121	148	1856	1297	1786	676	3191
chr17_77889050_77900524_LINC01979	5	2	6	4	4	10	3	11	18	0	40	3	14	2	32	11	2	8
chr17_77893155_77897809_LINC01978	0	0	0	0	0	3	2	0	0	1	0	0	2	0	3	7	2	2
chr17_77906141_78009671_TBC1D16	905	1479	6993	2212	4142	2948	2759	510	5528	2316	192	4112	1070	6405	589	1798	1728	3809
chr17_78010430_78074412_CCDC40	139	318	100	195	289	181	261	108	33	17	139	117	296	604	298	226	241	52
chr17_78072626_78072676_MIR1268B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_78075379_78093680_GAA	7279	2265	4281	1318	5002	3130	3818	1456	392	2359	4730	2941	9336	4351	3600	3022	3232	1955
chr17_78108167_78120927_EIF4A3	3384	3497	2329	3352	3120	4276	2845	3322	1953	2292	2694	3391	3511	2781	2548	2490	6732	383
chr17_78143828_78183130_CARD14	539	368	178	281	379	193	271	218	154	170	1025	169	693	132	222	104	78	729
chr17_78183074_78194132_SGSH	2096	6442	608	706	3217	1037	1613	137	3536	2761	2128	2366	694	2130	1945	763	2380	2866
chr17_78194225_78227299_SLC26A11	410	1326	1259	727	1195	684	899	399	1024	2230	626	1186	1000	995	2597	789	792	1442
chr17_78234650_78372594_RNF213	3476	11931	2693	6088	4419	7266	5635	8971	10260	9406	2556	4915	2259	13382	498	12836	12929	6141
chr17_78325629_78388968_RNF213-AS1	4950	3145	2348	1935	6467	6255	3861	958	1431	1336	2929	934	5538	3377	4052	2678	1500	5978
chr17_78388966_78411886_ENDOV	1047	663	515	592	1216	1033	1506	1190	3569	816	1495	972	485	250	738	692	2404	948
chr17_78393217_78393293_MIR4730	2	0	4	1	5	3	0	5	1	4	2	0	3	3	2	1	3	5
chr17_78440633_78450407_NPTX1	168	81	20999	73	12213	27201	2615	5030	186	127	50	25530	12009	63	22730	141	1201	74
chr17_78518637_78940168_RPTOR	1041	8068	20145	3234	23986	3037	12965	17513	2447	4148	2519	4810	2174	3793	2944	7711	4047	5552
chr17_78775439_78779432_LOC101928855	0	0	0	0	0	0	2	0	0	0	0	3	2	0	2	0	0	2
chr17_78940038_78945013_LOC400627	6	482	112	270	15	111	78	37	41	132	47	24	439	371	538	137	17	30
chr17_78965640_78973933_CHMP6	562	1684	1240	2652	466	1245	1670	1195	2347	1194	2247	1446	1491	1397	121	2021	890	1136
chr17_79002932_79008519_BAIAP2-DT	698	953	2007	170	728	40	73	31	81	821	133	515	131	12	55	111	698	50
chr17_79008950_79091234_BAIAP2	833	1106	860	4255	1682	573	2517	2109	2501	4260	1410	1734	1385	1492	5792	3174	4308	2951
chr17_79091094_79140021_AATK	161	21	12	28	75	173	7	106	41	244	76	27	26	34	50	36	100	54
chr17_79099075_79099173_MIR657	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
chr17_79099676_79099755_MIR3065	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr17_79099682_79099749_MIR338	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr17_79106995_79107108_MIR1250	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr17_79139306_79156966_PVALEF	0	4	0	4	2	4	4	0	4	4	4	0	0	5	0	1	5	2
chr17_79163395_79196765_CEP131	1143	952	632	758	295	862	44	1052	908	612	1303	213	682	341	163	1414	166	1996
chr17_79202076_79212855_TEPSIN	1379	558	1292	1258	861	530	1982	1519	1208	1580	752	592	1039	2856	1695	988	2771	118
chr17_79202506_79206009_LOC105371925	1441	510	618	615	883	274	1696	61	324	518	824	664	439	594	673	259	396	448
chr17_79213110_79215110_NDUFAF8	603	425	282	1373	547	1094	92	1310	1247	964	497	1738	705	621	742	685	691	533
chr17_79218610_79269107_SLC38A10	11555	6441	8797	7176	1911	9924	1558	9235	15076	4525	2285	9940	428	9867	3256	4637	2433	6746
chr17_79276623_79283048_LINC00482	0	2	2	6	9	2	10	2	0	40	4	0	0	2	0	0	4	0
chr17_79349237_79359182_LOC100130370	25	56	34	45	12	130	37	13	19	13	16	14	21	42	35	37	40	103
chr17_79373173_79433357_BAHCC1	715	5280	3081	3576	7258	3298	4935	4973	4179	3127	5761	1789	3662	12402	11375	7834	6424	1877
chr17_79374515_79374578_MIR4740	1	3	5	2	4	4	0	2	3	1	4	2	0	0	8	1	14	5
chr17_79418129_79418214_MIR3186	6	1	1	4	5	6	6	1	3	5	0	6	1	2	0	2	4	3
chr17_79476996_79479825_ACTG1	267602	498295	338992	311048	405076	289832	72103	310700	137293	482927	163147	237588	276109	72413	291269	243282	368545	242182
chr17_79495402_79504156_FSCN2	16	584	511	66	66	47	1417	540	93	71	73	129	80	56	1058	58	174	1917
chr17_79506916_79519379_FAAP100	4726	1385	2070	2663	3607	2364	2697	3759	1939	3637	2769	872	2298	1951	4046	3768	3341	286
chr17_79523910_79604138_NPLOC4	5699	1226	5829	9326	8679	5375	5593	19403	5456	10722	5822	6982	4170	9983	3481	6453	12841	8695
chr17_79604196_79615785_TSPAN10	68	121	161	39	49	125	84	143	218	27	6	28	43	162	95	87	97	100
chr17_79617488_79630157_PDE6G	71	8	90	13	89	30	6	4	1	32	4	250	38	4	9	3	9	45
chr17_79632065_79633635_OXLD1	520	300	121	667	817	419	434	543	552	462	445	301	259	215	342	229	610	49
chr17_79633766_79640929_CCDC137	208	1571	1697	1601	1690	2155	942	1405	2626	1591	1055	1160	2651	1196	827	1517	4840	2725
chr17_79648194_79650954_ARL16	687	1236	628	1024	1186	1382	800	820	1462	1322	607	1194	1987	1045	2032	763	1047	319
chr17_79651040_79669151_HGS	6714	9056	1068	13579	5283	16379	7625	12566	11917	7993	11720	11517	14561	3835	9130	10076	19402	7831
chr17_79660786_79660899_MIR6786	4	0	8	3	7	2	5	4	14	0	8	10	2	4	3	5	5	6
chr17_79670396_79674547_MRPL12	620	1467	2427	1534	706	740	1395	1508	2014	2025	1575	92	285	450	1174	747	1430	591
chr17_79679265_79688046_SLC25A10	460	451	385	322	298	476	381	98	500	261	387	323	16	77	152	452	569	154
chr17_79762025_79771884_GCGR	11	45	0	1	4	1	6	1	0	2	16	1	1	5	0	0	21	2
chr17_79780236_79791167_MCRIP1	4944	5087	4610	1869	1763	4481	981	2786	2643	3452	2662	4189	2816	6181	3602	1476	3660	5791
chr17_79791367_79792926_PPP1R27	2	8	13	0	1	0	4	0	1	0	2	5	12	2	30	14	19	3
chr17_79801041_79818411_P4HB	55671	2519	86786	61590	38381	62518	107156	127093	58716	40544	70569	67330	42140	14572	23051	51996	24501	44380
chr17_79825596_79829213_ARHGDIA	14696	26518	40990	40348	15162	7485	2933	29329	24120	25361	17885	15374	22817	22042	20268	39384	42214	22239
chr17_79845710_79849463_ALYREF	1985	3351	1305	3271	1133	2690	1299	524	1752	2074	1632	918	2253	1606	2870	2386	2482	252
chr17_79848665_79858409_ANAPC11	2501	142	1456	1338	2386	1287	3240	2423	1900	2819	3425	566	1740	1770	1651	1194	756	1336
chr17_79858833_79869275_PCYT2	1343	254	655	634	361	288	556	1109	961	920	64	1030	1791	2610	1904	1805	440	872
chr17_79860113_79860781_NPB	37	20	43	63	31	43	74	69	132	49	105	39	80	63	82	18	149	2
chr17_79869814_79876052_SIRT7	722	906	711	997	607	654	1557	1518	1010	612	587	994	742	1600	751	901	937	1949
chr17_79876145_79885611_MAFG	8807	21482	32035	4478	12627	3804	2160	1280	5520	3913	28567	4708	2657	10586	4671	5379	10078	17069
chr17_79885704_79888629_MAFG-DT	222	63	221	432	581	130	89	188	458	333	199	273	896	122	197	182	347	201
chr17_79890259_79895204_PYCR1	5970	150	4275	9688	1395	2066	9200	9042	4181	1193	5356	4354	925	1451	6674	4900	7152	6268
chr17_79897520_79905109_MYADML2	12	20	10	10	43	90	111	83	6	14	9	14	9	12	145	10	36	5
chr17_79910382_79919063_NOTUM	189	6	5264	83	1	224	4	1	7	11	23	26	1	2	661	371	4	2
chr17_79935504_79975282_ASPSCR1	2282	4556	1368	1476	1478	997	1731	592	368	1975	1079	1443	890	1212	1338	882	1252	705
chr17_79976578_79980754_CENPX	786	304	245	607	994	153	399	721	491	159	595	347	674	1584	790	915	945	834
chr17_79981180_79989027_LRRC45	364	627	302	168	152	585	306	1025	17	455	458	27	200	96	425	625	138	674
chr17_79989553_79992080_RAC3	56	152	258	28	85	72	14	410	153	81	104	25	122	87	23	4	111	167
chr17_79993733_79995573_DCXR	851	144	623	515	29	821	742	1296	263	350	299	713	557	358	825	755	1213	430
chr17_79995793_79997256_DCXR-DT	0	0	1	0	1	9	0	0	0	0	3	2	0	8	2	4	0	2
chr17_80005777_80009687_RFNG	140	2003	3762	832	1031	3151	1140	1434	862	2270	2384	1434	663	4046	1928	1897	1939	2333
chr17_80009773_80015940_GPS1	4294	3287	3079	2155	6409	1833	5295	2051	3182	4895	5587	3648	978	1673	1258	3980	1202	3070
chr17_80015381_80023680_DUS1L	1247	1597	1912	2317	757	401	3292	925	1232	2482	3558	1206	1193	1381	2199	2604	121	2573
chr17_80036213_80056112_FASN	1691	14360	22578	4777	13073	12385	6993	4454	12912	7843	5730	5557	8674	2623	10515	16460	8583	14757
chr17_80047835_80048016_SNORD134	0	3	0	0	0	0	2	0	3	0	0	1	1	0	0	2	0	0
chr17_80059345_80170718_CCDC57	5090	1756	3320	5569	1176	902	1350	2415	5595	1369	1900	1456	1734	5518	455	8231	2682	2087
chr17_80186281_80197375_SLC16A3	9072	11318	10640	8725	6692	26266	8622	8230	6097	10587	19435	27838	9260	19128	4463	6006	10942	14421
chr17_80194543_80194604_MIR6787	24	45	24	20	12	60	16	33	22	59	32	44	24	14	38	23	16	16
chr17_80196894_80231626_CSNK1D	16470	5447	14602	9476	29607	7298	15913	11015	21249	8225	11242	7340	8734	8359	2040	10986	17583	8604
chr17_80247921_80250690_LINC01970	0	5	0	2	0	0	2	0	0	4	0	0	4	6	0	4	0	8
chr17_80272748_80275484_CD7	579	891	35	0	782	311	189	7	37	8	152	5	6	13	8	8	184	29
chr17_80278899_80291642_SECTM1	5177	252	138	599	1187	5539	331	180	1031	4590	2788	2834	3805	2392	206	201	86	762
chr17_80317122_80321651_TEX19	0	17	1	0	0	0	0	4	88	14	2	97	1	36	3	0	0	2
chr17_80332152_80333462_UTS2R	76	6	4	169	2	1	76	1	0	76	1	0	4	49	61	49	1	0
chr17_80347085_80376462_OGFOD3	1558	1377	2622	1528	1374	1770	1784	1484	2204	2588	1828	9405	730	1619	1955	145	4387	1760
chr17_80376222_80400521_HEXD	474	314	624	392	446	371	701	307	217	206	127	424	240	783	660	363	408	191
chr17_80400461_80408628_CYBC1	2351	1328	3364	1156	2763	2967	394	71	1798	5079	947	783	2852	2275	1570	3084	414	437
chr17_80416073_80448413_NARF	978	1621	34	1229	692	429	1883	1225	601	1091	1055	442	1883	939	764	249	1207	450
chr17_80452596_80452668_TRX-CAT1-8	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
chr17_80477607_80562478_FOXK2	2006	3791	810	1878	2794	2903	3602	3970	2467	576	1732	205	1688	1888	1514	3586	1372	3288
chr17_80572437_80606320_WDR45B	13810	27798	4541	7277	3489	14994	3681	5807	6407	8140	15052	3119	5034	4006	1144	11809	10288	4249
chr17_80612848_80656574_RAB40B	81	58	62	403	830	528	676	529	523	246	6	47	612	653	94	25	533	79
chr17_80626108_80626183_MIR4525	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
chr17_80671783_80674129_LOC101929552	0	0	0	2	0	0	1	2	2	0	2	0	2	4	0	2	0	0
chr17_80674581_80685889_FN3KRP	239	159	999	1266	477	2678	1403	1751	800	25	1916	136	1812	1500	265	290	1198	112
chr17_80693490_80709072_FN3K	52	169	17	170	125	187	35	30	22	239	23	37	154	429	4	240	74	164
chr17_80709940_80903790_TBCD	5857	2344	3476	3542	2639	346	2570	3083	4094	6431	1279	3816	3194	4024	1432	5666	8379	3827
chr17_80787309_80797898_ZNF750	0	2	6	4	3	3	0	2	0	28	4	12	15	4	10	3	1	2
chr17_80900024_81009686_B3GNTL1	368	114	665	683	305	836	601	412	156	538	351	86	491	439	283	765	574	591
chr17_81037484_81052871_METRNL	959	5312	4686	5080	5455	9558	11812	12385	1777	1280	5095	10269	5066	4279	11430	11671	6986	7961
chr17_81174665_81188573_RPL23AP87	34	49	53	55	25	77	69	42	39	51	35	73	148	28	89	78	99	15
chr18_11559_15930_LINC02564	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
chr18_47220_49557_TUBB8B	0	0	2	0	0	2	0	0	1	3	3	0	0	3	0	3	2	4
chr18_109064_122340_ROCK1P1	113	91	157	91	196	141	189	90	136	100	183	236	139	246	84	276	119	155
chr18_112255_112339_MIR8078	0	3	0	1	1	1	1	1	1	6	0	1	13	0	7	4	2	0
chr18_158556_214629_USP14	6412	3186	7012	1988	8258	4565	2156	3249	3584	4823	584	6022	4286	4992	7763	3484	8509	3943
chr18_214519_268047_THOC1	1107	1354	974	971	1217	2937	1456	668	848	186	1295	1139	933	3762	1525	1321	1928	716
