sampleID,geneID,pValue,padjust,zScore,l2fc,rawcounts,normcounts,meanCorrected,theta,aberrant,AberrantBySample,AberrantByGene,padj_rank,sample_name,TIN_mean,link_bam,chr,start,end,gene
S18_dekker_et_al,chr18_33569786_33647557_RPRD1A,0.997396885587613,1,0.02,0,1593,2516.73,2518.16,336.66,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr18,33569786,33647557,RPRD1A
S6_dekker_et_al,chr18_43669270_43669343_TRK-CTT6-1,1,1,0.13,0,0,0,0.17,1000,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr18,43669270,43669343,TRK-CTT6-1
S16_dekker_et_al,chr18_44383180_44500108_PIAS2,0.0271935147205673,1,2.31,0.19,744,1260.34,1106.79,466.4,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr18,44383180,44500108,PIAS2
S6_dekker_et_al,chr18_44633780_44676871_HDHD2,0.81501070569704,1,-0.24,-0.04,635,1110.73,1137.62,153.09,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr18,44633780,44676871,HDHD2
S2_dekker_et_al,chr18_44679204_44702735_IER3IP1,0.247709500861473,1,1.18,0.09,1836,2551.15,2400.43,432.25,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr18,44679204,44702735,IER3IP1
S14_dekker_et_al,chr18_55313657_55470547_ATP8B1,0.592161215737056,1,0.55,0.08,5927,7146.96,6739.5,71.1,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr18,55313657,55470547,ATP8B1
S4_dekker_et_al,chr18_56887389_56898003_GRP,0.894715568272003,1,-0.23,-0.89,2,4.06,8.65,1.01,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr18,56887389,56898003,GRP
S12_dekker_et_al,chr18_57098170_57364655_CCBE1,0.996585578870832,1,0.04,-0.04,2296,3580.21,3677.39,12.91,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr18,57098170,57364655,CCBE1
S12_dekker_et_al,chr18_72342918_72777628_ZNF407,0.782131497563438,1,0.31,0.02,785,1025.82,1009.8,494.34,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr18,72342918,72777628,ZNF407
S12_dekker_et_al,chr18_72907062_72921094_ZADH2,0.255566194005085,1,1.14,0.16,1298,2057.46,1840.05,102.1,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr18,72907062,72921094,ZADH2
S16_dekker_et_al,chr18_77662419_77711653_SLC66A2,0.892022743145201,1,0.15,0.01,2868,2829.42,2807.81,269.35,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr18,77662419,77711653,SLC66A2
S16_dekker_et_al,chr19_76219_77690_FAM138F,1,1,0.16,0,0,0,0.24,0.58,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr19,76219,77690,FAM138F
S2_dekker_et_al,chr19_197015_202209_LINC01002,0.763625923435239,1,0.36,0.09,231,160.46,150.73,11.72,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,197015,202209,LINC01002
S18_dekker_et_al,chr19_496485_505343_MADCAM1,0.466617369027927,1,0.78,0.33,16,23.87,18.83,22.04,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr19,496485,505343,MADCAM1
S16_dekker_et_al,chr19_571282_583493_BSG,0.162560916447074,1,-1.4,-0.12,16053,27296.74,29612.6,314.55,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr19,571282,583493,BSG
S8_dekker_et_al,chr19_1228285_1238004_CBARP,0.258994747793274,1,-1.13,-0.25,368,380.64,454.42,53.52,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr19,1228285,1238004,CBARP
S8_dekker_et_al,chr19_1269266_1274879_CIRBP,0.545862864258939,1,-0.6,-0.07,7342,10052.89,10527.54,192.63,FALSE,0,1,9417.5,S8_dekker_et_al,70.75,,chr19,1269266,1274879,CIRBP
S18_dekker_et_al,chr19_1473199_1479214_C19orf25,0.850911797749505,1,-0.18,-0.02,851,920.12,933.18,302.88,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr19,1473199,1479214,C19orf25
S10_dekker_et_al,chr19_1505020_1513018_ADAMTSL5,0.826269306274456,1,-0.21,-0.05,922,1108.99,1144.92,76.76,FALSE,0,0,9417.5,S10_dekker_et_al,70.75,,chr19,1505020,1513018,ADAMTSL5
S12_dekker_et_al,chr19_1554667_1568324_MEX3D,0.915969014975597,1,-0.08,-0.03,1930,1853.84,1890.63,58.68,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr19,1554667,1568324,MEX3D
S14_dekker_et_al,chr19_1597167_1605461_UQCR11,0.198261578255773,1,1.27,0.12,2500,2413.11,2215.31,237.06,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr19,1597167,1605461,UQCR11
S4_dekker_et_al,chr19_3094359_3123997_GNA11,0.723898434943857,1,-0.34,-0.02,5658,7297.64,7416.77,538.3,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,3094359,3123997,GNA11
S16_dekker_et_al,chr19_3506308_3538332_FZR1,0.997241506369314,1,0.01,0,1992,3517.76,3520.3,561.27,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr19,3506308,3538332,FZR1
S2_dekker_et_al,chr19_3630180_3700466_PIP5K1C,0.309949968766586,1,1.02,0.09,5643,7812.22,7353.58,279.28,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,3630180,3700466,PIP5K1C
S12_dekker_et_al,chr19_3958450_3971097_DAPK3,0.963893931143913,1,0.06,0,4957,6338.37,6328,217.86,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr19,3958450,3971097,DAPK3
S8_dekker_et_al,chr19_3976053_3985461_EEF2,0.922523424533346,1,-0.08,-0.01,87868,148799.71,149574.79,440.64,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr19,3976053,3985461,EEF2
S2_dekker_et_al,chr19_4007733_4039384_PIAS4,0.0453146476399966,1,2.03,0.14,1099,1462.16,1322.95,617.62,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,4007733,4039384,PIAS4
S14_dekker_et_al,chr19_4360366_4400544_SH3GL1,0.133314024992213,1,1.49,0.1,8622,12215.92,11408.01,490.49,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr19,4360366,4400544,SH3GL1
S16_dekker_et_al,chr19_4445002_4457791_UBXN6,0.52850027435898,1,0.62,0.06,7547,7944.65,7633.76,241.86,FALSE,0,1,9417.5,S16_dekker_et_al,70.75,,chr19,4445002,4457791,UBXN6
S18_dekker_et_al,chr19_4724646_4724719_TRV-CAC3-1,0.620744525388851,1,-0.65,-0.75,2,1.78,3.58,6.02,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr19,4724646,4724719,TRV-CAC3-1
S18_dekker_et_al,chr19_6739690_6751541_TRIP10,0.380271438909107,1,0.89,0.09,3679,5000.35,4689.75,186,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr19,6739690,6751541,TRIP10
S2_dekker_et_al,chr19_7943503_7945117_LYPLA2P2,1,1,0.48,0.17,1,1.09,0.84,1000,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,7943503,7945117,LYPLA2P2
S4_dekker_et_al,chr19_8274253_8327305_CERS4,0.386650674565619,1,-0.78,-1.42,18,33.33,92.35,1.84,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,8274253,8327305,CERS4
S2_dekker_et_al,chr19_8574561_8579051_ZNF414,0.231128592799838,1,1.2,0.12,576,746.89,685.28,285.23,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,8574561,8579051,ZNF414
S8_dekker_et_al,chr19_8645123_8675600_ADAMTS10,0.864202847165241,1,0.2,0.03,2620,2124.12,2082.36,37.21,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr19,8645123,8675600,ADAMTS10
S14_dekker_et_al,chr19_9434447_9456574_ZNF559,0.998300108746911,1,0.01,-0.01,460,588.25,590.86,112.86,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr19,9434447,9456574,ZNF559
S8_dekker_et_al,chr19_9898081_9903856_LOC100505555,0.198855346856522,1,-1.82,-0.74,7,10.04,17.95,48.78,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr19,9898081,9903856,LOC100505555
S12_dekker_et_al,chr19_10070236_10121180_COL5A3,0.397440452630324,1,-0.85,-0.37,10074,5635.73,7299.29,14.26,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr19,10070236,10121180,COL5A3
S16_dekker_et_al,chr19_10216898_10222688_PPAN,0.152936734531418,1,-1.48,-0.15,974,1485.69,1649.4,247.57,FALSE,0,1,9417.5,S16_dekker_et_al,70.75,,chr19,10216898,10222688,PPAN
S2_dekker_et_al,chr19_10217037_10226048_PPAN-P2RY11,0.0820901484548432,1,-1.8,-0.15,1485,2336.46,2596.42,349.91,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,10217037,10226048,PPAN-P2RY11
S4_dekker_et_al,chr19_10596800_10614032_KEAP1,0.561276672465528,1,0.59,0.04,3425,4557.78,4436.02,512.56,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,10596800,10614032,KEAP1
S2_dekker_et_al,chr19_10623417_10628641_S1PR5,0.934448883242855,1,0.21,-0.02,24,32.22,32.68,4.83,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,10623417,10628641,S1PR5
S2_dekker_et_al,chr19_10829079_10829179_MIR638,0.446795542837425,1,1.35,0.61,3,1.18,0.41,1000,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,10829079,10829179,MIR638
S12_dekker_et_al,chr19_11350294_11352619_ANGPTL8,0.766050582326663,1,0.52,0.22,6,7.1,5.93,10.4,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr19,11350294,11352619,ANGPTL8
S2_dekker_et_al,chr19_11432743_11450333_RAB3D,0.254832063020265,1,-1.14,-0.21,218,327.13,377.23,101.68,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,11432743,11450333,RAB3D
S2_dekker_et_al,chr19_11487882_11494990_EPOR,0.944641558578604,1,0.13,0.01,72,170.11,168.77,44,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,11487882,11494990,EPOR
S18_dekker_et_al,chr19_11531272_11546603_CCDC151,0.691947857137061,1,-0.43,-0.06,422,1494.18,1562.06,127.5,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr19,11531272,11546603,CCDC151
S10_dekker_et_al,chr19_11909337_11919318_ZNF491,0.393821411211565,1,-0.96,-0.24,56,88.84,105.46,64.75,FALSE,0,0,9417.5,S10_dekker_et_al,70.75,,chr19,11909337,11919318,ZNF491
S4_dekker_et_al,chr19_12154619_12163776_ZNF878,0.469479561188197,1,0.98,0.47,6,15.43,10.34,20.32,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,12154619,12163776,ZNF878
S8_dekker_et_al,chr19_12273861_12300696_ZNF136,0.562093264866087,1,-0.65,-0.09,200,326.53,347.11,212.39,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr19,12273861,12300696,ZNF136
S12_dekker_et_al,chr19_12757321_12777591_MAN2B1,0.817883890209387,1,0.25,0.03,2316,3266.9,3205.49,116.83,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr19,12757321,12777591,MAN2B1
S4_dekker_et_al,chr19_13063932_13068037_GADD45GIP1,0.92966927967796,1,0.11,0.01,3642,3928.55,3911.26,380.85,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,13063932,13068037,GADD45GIP1
S4_dekker_et_al,chr19_13875335_13885096_MRI1,0.335923594196849,1,0.95,0.21,1319,1565.77,1351.86,38.02,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,13875335,13885096,MRI1
S6_dekker_et_al,chr19_13945329_13953732_LOC284454,0.153931072031299,1,-1.48,-0.54,1220,994.25,1447.47,18.36,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr19,13945329,13953732,LOC284454
S8_dekker_et_al,chr19_13985512_13985622_MIR181C,1,1,0.22,0.04,1,0.57,0.15,1000,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr19,13985512,13985622,MIR181C
S16_dekker_et_al,chr19_14072341_14117132_RFX1,0.851301617674747,1,-0.18,-0.03,683,1010.48,1029.34,185.9,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr19,14072341,14117132,RFX1
S4_dekker_et_al,chr19_14183820_14185874_MISP3,0.945461284183137,1,-0.03,-0.11,22,15.03,16.33,12.16,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,14183820,14185874,MISP3
S18_dekker_et_al,chr19_14184172_14184291_MIR1199,0.581214565410218,1,1.57,0.57,1,1.11,0.24,1000,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr19,14184172,14184291,MIR1199
S4_dekker_et_al,chr19_15218211_15225785_SYDE1,0.11054088990459,1,-1.62,-0.11,4696,6432.8,6942.38,500.88,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,15218211,15225785,SYDE1
S2_dekker_et_al,chr19_16940208_16991164_SIN3B,0.619728600891104,1,-0.49,-0.04,2897,4325.98,4436.61,480.6,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,16940208,16991164,SIN3B
S10_dekker_et_al,chr19_17516494_17526545_BISPR,0.828592619200836,1,-0.42,-0.9,1,1.8,4.85,1.53,FALSE,0,0,9417.5,S10_dekker_et_al,70.75,,chr19,17516494,17526545,BISPR
S16_dekker_et_al,chr19_18284622_18288927_IFI30,0.678965680817042,1,-0.38,-0.22,249,379.41,441.16,12.96,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr19,18284622,18288927,IFI30
S6_dekker_et_al,chr19_18367907_18385262_IQCN,0.765249712114423,1,0.37,0.09,82,109.95,103.35,20.67,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr19,18367907,18385262,IQCN
S18_dekker_et_al,chr19_18390503_18392432_JUND,0.937311984892452,1,0.1,0.01,3921,3849.41,3828.89,70.04,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr19,18390503,18392432,JUND
S6_dekker_et_al,chr19_19051062_19057640_HOMER3-AS1,0.651003241652483,1,0.48,0.09,257,408.59,383.55,51.72,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr19,19051062,19057640,HOMER3-AS1
S12_dekker_et_al,chr19_19756006_19774485_ATP13A1,0.71311234538753,1,0.38,0.03,3428,4281.79,4194.5,321.8,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr19,19756006,19774485,ATP13A1
S18_dekker_et_al,chr19_19778961_19794315_ZNF101,0.456756437398938,1,-0.74,-0.13,247,273.65,299.84,109.34,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr19,19778961,19794315,ZNF101
S4_dekker_et_al,chr19_19887382_19946991_ZNF56,0.777684944918079,1,0.31,0.04,561,713.96,695.84,128.6,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,19887382,19946991,ZNF56
S14_dekker_et_al,chr19_22122567_22193745_ZNF208,0.605181969471666,1,-0.43,-1.14,76,14.17,31.07,1.39,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr19,22122567,22193745,ZNF208
S14_dekker_et_al,chr19_22817125_22850473_ZNF492,0.722341954892236,1,-0.38,-0.33,12,34.98,44.61,9.37,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr19,22817125,22850473,ZNF492
S8_dekker_et_al,chr19_23437854_23457053_IPO5P1,0.449747080584582,1,0.82,0.22,88,123.42,105.55,28.77,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr19,23437854,23457053,IPO5P1
S6_dekker_et_al,chr19_33072095_33078359_PDCD5,0.159967440885847,1,-1.42,-0.16,1333,1847.63,2068.2,187.56,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr19,33072095,33078359,PDCD5
S16_dekker_et_al,chr19_33685235_33699770_LRP3,0.300457879822007,1,1.03,0.1,3314,3665.43,3407.5,202.41,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr19,33685235,33699770,LRP3
S8_dekker_et_al,chr19_35168543_35177302_ZNF302,0.324815664906513,1,0.99,0.12,1318,1705.65,1565.88,137.19,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr19,35168543,35177302,ZNF302
S18_dekker_et_al,chr19_35485630_35517373_GRAMD1A,0.89896538443169,1,-0.12,-0.02,1927,3062.33,3094.84,225.99,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr19,35485630,35517373,GRAMD1A
S4_dekker_et_al,chr19_35739558_35758867_LSR,0.753970788385674,1,0.4,0.09,65,124.32,117,36.22,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,35739558,35758867,LSR
S14_dekker_et_al,chr19_35759864_35770724_USF2,0.0649886942479303,1,-1.93,-0.13,2130,3400.29,3720.28,544.62,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr19,35759864,35770724,USF2
S2_dekker_et_al,chr19_35820071_35838264_CD22,0.654183907134695,1,-0.65,-0.92,1,2.92,8.07,3.6,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,35820071,35838264,CD22
S2_dekker_et_al,chr19_36036527_36038428_TMEM147,0.675374795456219,1,-0.4,-0.04,1799,1873.86,1927.56,289.92,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,36036527,36038428,TMEM147
S6_dekker_et_al,chr19_36233364_36236319_U2AF1L4,0.719180237831338,1,-0.34,-0.09,414,423.04,451.76,45.73,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr19,36233364,36236319,U2AF1L4
S12_dekker_et_al,chr19_36359346_36370699_APLP1,0.71537934047686,1,-0.35,-0.13,314,738.54,806.99,26.74,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr19,36359346,36370699,APLP1
S6_dekker_et_al,chr19_37001588_37019173_ZNF260,0.816885264596446,1,-0.22,-0.03,614,861.97,877.93,273.93,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr19,37001588,37019173,ZNF260
S6_dekker_et_al,chr19_37063971_37085618_ZNF529-AS1,0.417842154651474,1,-0.83,-0.14,163,258.02,283.75,162.63,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr19,37063971,37085618,ZNF529-AS1
S8_dekker_et_al,chr19_37096214_37125016_ZNF382,0.872683481940772,1,-0.18,-0.04,137,222.22,228.25,135.55,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr19,37096214,37125016,ZNF382
S14_dekker_et_al,chr19_37288451_37319013_ZNF790-AS1,0.628726254682751,1,0.53,0.06,258,333.98,320.19,287.82,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr19,37288451,37319013,ZNF790-AS1
S8_dekker_et_al,chr19_38121906_38147162_ZFP30,0.676378209257308,1,-0.43,-0.06,373,517.9,539.51,180.6,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr19,38121906,38147162,ZFP30
S2_dekker_et_al,chr19_38314361_38345836_LOC100631378,0.224910267154297,1,-1.21,-0.72,32,28.21,47.05,10.23,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,38314361,38345836,LOC100631378
S8_dekker_et_al,chr19_38865189_38874464_PSMD8,0.980980137984069,1,-0.01,0,3398,6194.93,6205.81,366.29,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr19,38865189,38874464,PSMD8
S18_dekker_et_al,chr19_38880839_38890524_SPRED3,0.84947587825437,1,-0.17,-0.07,240,408.42,427.69,34.82,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr19,38880839,38890524,SPRED3
S10_dekker_et_al,chr19_39279839_39282394_LGALS7B,0.583442767268773,1,0.77,0.45,3,3.07,2.03,1.25,FALSE,0,0,9417.5,S10_dekker_et_al,70.75,,chr19,39279839,39282394,LGALS7B
S18_dekker_et_al,chr19_39833098_39875542_SAMD4B,0.773480488711122,1,-0.28,-0.03,5965,8480.17,8630.9,319.32,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr19,39833098,39875542,SAMD4B
S4_dekker_et_al,chr19_39900262_39900318_MIR4530,1,1,-0.06,-0.15,1,1.45,1.76,1000,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,39900262,39900318,MIR4530
S18_dekker_et_al,chr19_39958861_39958933_SNORD175,0.843891004638451,1,-0.75,-0.56,1,2.35,4.54,1000,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr19,39958861,39958933,SNORD175
S8_dekker_et_al,chr19_40825442_40854434_C19orf47,0.298191356994489,1,-1.13,-0.11,360,732.26,791.5,388.71,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr19,40825442,40854434,C19orf47
S10_dekker_et_al,chr19_41349445_41356352_CYP2A6,0.811572983209441,1,-1.08,-0.94,0,0,4.48,32.34,FALSE,0,0,9417.5,S10_dekker_et_al,70.75,,chr19,41349445,41356352,CYP2A6
S12_dekker_et_al,chr19_42432971_42434288_LOC100505585,1,1,-0.33,-0.58,0,0,1.46,1.58,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr19,42432971,42434288,LOC100505585
S14_dekker_et_al,chr19_44116239_44118650_SRRM5,0.00589942014421334,1,2.65,0.28,828,932.79,765.29,240.85,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr19,44116239,44118650,SRRM5
S8_dekker_et_al,chr19_44556188_44572152_ZNF223,0.942217747506678,1,0.02,-0.04,119,207.12,212.49,42.66,FALSE,0,1,9417.5,S8_dekker_et_al,70.75,,chr19,44556188,44572152,ZNF223
S8_dekker_et_al,chr19_44645706_44664466_ZNF234,0.273269719493723,1,-1.16,-0.15,281,405.13,447.99,227.47,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr19,44645706,44664466,ZNF234
S6_dekker_et_al,chr19_45251964_45263301_BCL3,0.67050031685235,1,0.46,0.08,503,1130.23,1068.34,48.92,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr19,45251964,45263301,BCL3
S4_dekker_et_al,chr19_45417581_45422603_APOC1,0.564709018679788,1,0.79,0.47,4,6.03,3.86,3.64,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,45417581,45422603,APOC1
S8_dekker_et_al,chr19_46144751_46146098_EML2-AS1,0.283001356874153,1,-1.2,-0.45,33,48.15,66.3,24.52,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr19,46144751,46146098,EML2-AS1
S2_dekker_et_al,chr19_46195923_46207245_QPCTL,0.848913735819508,1,-0.18,-0.04,432,649.92,667.13,98.63,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,46195923,46207245,QPCTL
S2_dekker_et_al,chr19_46850343_46894232_PPP5C,0.608570654467983,1,-0.52,-0.04,2347,4535.41,4673.39,364.1,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,46850343,46894232,PPP5C
S10_dekker_et_al,chr19_46969747_46974820_PNMA8A,0.661514348221184,1,-0.34,-0.95,38,132.31,258.13,1.53,FALSE,0,0,9417.5,S10_dekker_et_al,70.75,,chr19,46969747,46974820,PNMA8A
S18_dekker_et_al,chr19_47724080_47735924_BBC3,0.804696180942392,1,-0.22,-0.04,1184,1018.57,1047.18,110.01,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr19,47724080,47735924,BBC3
S4_dekker_et_al,chr19_48248802_48260315_NOP53,0.363456269383246,1,0.91,0.1,5976,8269.43,7734.53,179.68,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,48248802,48260315,NOP53
S14_dekker_et_al,chr19_48958830_48970237_KCNJ14,0.058468342471953,1,-1.96,-0.31,241,252.86,312.59,131.53,FALSE,0,0,9417.5,S14_dekker_et_al,70.75,,chr19,48958830,48970237,KCNJ14
S8_dekker_et_al,chr19_48972464_48985571_CYTH2,0.733708845705974,1,0.36,0.03,4440,5097.05,4989.5,245.6,FALSE,0,0,9417.5,S8_dekker_et_al,70.75,,chr19,48972464,48985571,CYTH2
S2_dekker_et_al,chr19_48988527_49016446_LMTK3,0.710272140500548,1,-0.37,-0.28,20,29.09,35.49,11.54,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,48988527,49016446,LMTK3
S12_dekker_et_al,chr19_49109998_49110971_SPACA4,0.241555483734002,1,1.61,0.96,2,2.73,0.58,1.58,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr19,49109998,49110971,SPACA4
S12_dekker_et_al,chr19_49471386_49496566_GYS1,0.870158577240464,1,-0.15,-0.03,2882,5617.31,5727.91,104.25,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr19,49471386,49496566,GYS1
S18_dekker_et_al,chr19_49538825_49540191_CGB1,0.57828803293331,1,0.61,0.33,56,37.2,29.42,1.96,FALSE,0,0,9417.5,S18_dekker_et_al,70.75,,chr19,49538825,49540191,CGB1
S2_dekker_et_al,chr19_49564396_49567124_NTF4,0.545283526225451,1,0.68,0.39,16,18.9,13.88,2.58,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,49564396,49567124,NTF4
S6_dekker_et_al,chr19_49990810_49995565_RPL13A,0.0963960100645703,1,1.64,0.18,71781,83624.15,73734.17,163.99,FALSE,0,0,9417.5,S6_dekker_et_al,70.75,,chr19,49990810,49995565,RPL13A
S14_dekker_et_al,chr19_50321535_50340237_MED25,0.990034659227005,1,0,0,1703,2314.98,2321.86,186.12,FALSE,0,1,9417.5,S14_dekker_et_al,70.75,,chr19,50321535,50340237,MED25
S4_dekker_et_al,chr19_50353961_50364001_PTOV1,0.505979658790689,1,0.68,0.05,3719,5544.4,5343.24,337.53,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,50353961,50364001,PTOV1
S2_dekker_et_al,chr19_50391431_50391487_MIR4750,0.926320678426582,1,0.2,0.03,35,31.12,30.46,122.29,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,50391431,50391487,MIR4750
S12_dekker_et_al,chr19_50431958_50437193_ATF5,0.569347589244227,1,0.6,0.22,4390,7872.47,6770.28,8.74,FALSE,0,0,9417.5,S12_dekker_et_al,70.75,,chr19,50431958,50437193,ATF5
S10_dekker_et_al,chr19_50970044_50980105_FAM71E1,0.0289938854552986,1,2.11,0.35,1002,1360.59,1066.25,78.45,FALSE,0,0,9417.5,S10_dekker_et_al,70.75,,chr19,50970044,50980105,FAM71E1
S4_dekker_et_al,chr19_51009253_51014612_JOSD2,0.396630419551968,1,0.85,0.08,1376,1638.88,1551.74,277.45,FALSE,0,0,9417.5,S4_dekker_et_al,70.75,,chr19,51009253,51014612,JOSD2
S10_dekker_et_al,chr19_51479723_51487320_KLK7,1,1,0.23,-0.05,0,0,0.57,0.38,FALSE,0,0,9417.5,S10_dekker_et_al,70.75,,chr19,51479723,51487320,KLK7
S2_dekker_et_al,chr19_51848408_51869642_ETFB,0.0636078547792055,1,1.83,0.2,2856,3609.58,3150.29,187.24,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,51848408,51869642,ETFB
S16_dekker_et_al,chr19_52074535_52095763_ZNF175,0.531793647606478,1,0.7,0.1,258,571.46,531.6,96.11,FALSE,0,0,9417.5,S16_dekker_et_al,70.75,,chr19,52074535,52095763,ZNF175
S2_dekker_et_al,chr19_52216364_52227244_HAS1,0.739498267559139,1,-0.22,-1.07,15,26.83,58.32,1.07,FALSE,0,0,9417.5,S2_dekker_et_al,70.75,,chr19,52216364,52227244,HAS1
